author_id,affiliation
Erik Poll,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BRANDYWINE
Gavin J. Doherty,PITTSBURGH THEOLOGICAL SEMINARY
Giorgio P. Faconti,UNIVERSITY OF ALASKA ANCHORAGE
Mieke Massink,SACRED HEART SEMINARY AND SCHOOL OF THEOLOGY
Miriam Garcia Soto,GEORGETOWN UNIVERSITY
Pavithra Prabhakar,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ
Amy P. Felty,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE
Mohamed Yousri Mahmoud,COLLEGE UNBOUND
Yoshihiko Kakutani,PACIFIC UNIVERSITY
Yuichi Nishiwaki,HERZING UNIVERSITY-ORLANDO
Yuito Murase,THE UNIVERSITY OF TAMPA
Lutz Schröder,VERITAS BAPTIST COLLEGE
Hugo Moeneclaey,ALLEN COLLEGE
Lankun Guo,ANTIOCH UNIVERSITY ONLINE
Mengqiao Huang,TOUGALOO COLLEGE
Matthieu Martel,QUINCY UNIVERSITY
Sergiy Bogomolov,MISSISSIPPI UNIVERSITY FOR WOMEN
Uwe Wolter,REFORMED PRESBYTERIAN THEOLOGICAL SEMINARY
Liron Cohen 0001,LOUISIANA STATE UNIVERSITY-ALEXANDRIA
Ross Tate,NEUMANN UNIVERSITY
Sofia Abreu Faro,NATIONAL AMERICAN UNIVERSITY-RICHARDSON
Stefano Mazzanti,WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA
Claudia N. Sánchez,MARYMOUNT UNIVERSITY
Edwige E. Pissaloux,CAZENOVIA COLLEGE
Ramiro Velázquez,AMERICAN MUSICAL AND DRAMATIC ACADEMY
Erik Meijer 0001,BREWTON-PARKER COLLEGE
Sigbjørn Finne,AMERICAN SENTINEL UNIVERSITY
Bernhard Reus,TEXAS LUTHERAN UNIVERSITY
Alberto Avritzer,MOUNT ALOYSIUS COLLEGE
Anne Koziolek,CALIFORNIA INSTITUTE OF TECHNOLOGY
Anne Remke,EDP UNIVERSITY OF PUERTO RICO-VILLALBA
Daniel S. Menasché,SAINT JOSEPH'S COLLEGE OF MAINE
Enrico Vicario,CATAWBA COLLEGE
Hamed Ghasemieh,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS
Laura Carnevali,IRELL & MANELLA GRADUATE SCHOOL OF BIOLOGICAL SCIENCES AT CITY OF HOPE
Lucia Happe,CUNY BERNARD M BARUCH COLLEGE
Sahra Sedigh Sarvestani,MOUNT SAINT MARY'S UNIVERSITY
Daniel Calegari,DELTA STATE UNIVERSITY
Horacio Vico,MERCER UNIVERSITY
Alberto Casagrande,UNIVERSITY OF NORTH CAROLINA AT GREENSBORO
Roberto Virga,ASHFORD UNIVERSITY
Valeria de Paiva,COLUMBIA CENTRAL UNIVERSITY-CAGUAS
Alesom Zorzi,THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT VENTURA
Celina M. H. de Figueiredo,HOUSTON GRADUATE SCHOOL OF THEOLOGY
Raphael Machado,WARNER UNIVERSITY
Uéverton S. Souza,PURDUE UNIVERSITY FORT WAYNE
Eneia Todoran,AQUINAS INSTITUTE OF THEOLOGY
Edmund Robinson,HAVEN UNIVERSITY
Pierre Clairambault,LYON COLLEGE
Frank Nebel,UNIVERSITY OF PHOENIX-ILLINOIS
Ian Stark,WESLEY COLLEGE
Tom Chothia,WRIGHT GRADUATE UNIVERSITY FOR THE REALIZATION OF HUMAN POTENTIAL
Francesco Gavazzo,AUSTIN PEAY STATE UNIVERSITY
Ugo Dal Lago,CALIFORNIA LUTHERAN UNIVERSITY
Susan Older,OHIO CHRISTIAN UNIVERSITY
Mathys Rennela,OTTERBEIN UNIVERSITY
Andrew Stephen McGough,SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY
Jonathan Hayman,ROGER WILLIAMS UNIVERSITY
Simon Castellan,NATIONAL LOUIS UNIVERSITY
Germán Bianchini,SENTARA COLLEGE OF HEALTH SCIENCES
María Laura Tardivo,WILMINGTON COLLEGE
Miguel Méndez-Garabetti,CAROLINA CHRISTIAN COLLEGE
Paola Caymes-Scutari,DEVRY UNIVERSITY-NORTH CAROLINA
Shankar G. Govindaraju,EVANGELICAL THEOLOGICAL SEMINARY
C. N. Campos,HAWAII PACIFIC UNIVERSITY
Celso A. Weffort-Santos,AMERICAN FILM INSTITUTE CONSERVATORY
Arnaud Venet,WESTERN GOVERNORS UNIVERSITY
Axel Simon,ROSEMAN UNIVERSITY OF HEALTH SCIENCES
Felix Kossak,UNIVERSITY OF PUERTO RICO-BAYAMON
Koji Nakagawa,DANIEL MORGAN GRADUATE SCHOOL OF NATIONAL SECURITY
S. Doaitse Swierstra,CENTRAL WASHINGTON UNIVERSITY
Bruno Pasqualotto Cavalar,MIDAMERICA NAZARENE UNIVERSITY
Gabriel Ferreira Barros,STEVENS-HENAGER COLLEGE
Olaf Parczyk,THE SANTA BARBARA AND VENTURA COLLEGES OF LAW AT VENTURA
Alessandra Palmigiano,LIFE PACIFIC UNIVERSITY
Fei Liang,THE NEW SCHOOL
Giuseppe Greco 0001,MAINE MEDIA COLLEGE
Krishna Manoorkar,ALICE LLOYD COLLEGE
Tobias Heindel,NORTH PARK UNIVERSITY
Giorgio Levi,SAINT VINCENT COLLEGE
Juraj Kolcák,SANS TECHNOLOGY INSTITUTE
Loïc Paulevé,NEW YORK COLLEGE OF PODIATRIC MEDICINE
Stefan Haar,MCMURRY UNIVERSITY
Nikos Mylonakis,KENTUCKY STATE UNIVERSITY
Michel Habib,BURRELL COLLEGE OF OSTEOPATHIC MEDICINE
Michele Borassi,STEVENS-HENAGER COLLEGE
Pierluigi Crescenzi,SALISH KOOTENAI COLLEGE
Ying-ming Liu,BARD COLLEGE
Edgar Sarmiento,"UNIVERSITY OF MARYLAND, BALTIMORE"
Eduardo Almentero,UNIVERSITY OF MARYLAND-COLLEGE PARK
Guina Sotomayor Alzamora,BETHUNE-COOKMAN UNIVERSITY
Julio César Sampaio do Prado Leite,WILLIAM JESSUP UNIVERSITY
Allan Clark,UNIVERSITY OF HARTFORD
Christopher D. Williams,CUNY CITY COLLEGE
Apiwat Chantawibul,UNIVERSITY OF THE OZARKS
Daniele Nantes-Sobrinho,SANS TECHNOLOGY INSTITUTE
Washington de Carvalho Segundo,SAINT PETER'S UNIVERSITY
Dominic A. S. Brown,MECHON L'HOYROA
Stephen A. Jarvis,BEVERLY HILLS DESIGN INSTITUTE
Steven A. Wright 0001,FISK UNIVERSITY
Fionn Mc Inerney,METHODIST UNIVERSITY
Julien Bensmail,THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER
Nicolas Nisse,OAKWOOD UNIVERSITY
Claude Dutheillet,INTERIOR DESIGNERS INSTITUTE
Giuliana Franceschinis,FRAMINGHAM STATE UNIVERSITY
Jean-Michel Ilié,UNIVERSITY OF WEST LOS ANGELES
R. Cano,ANGELES COLLEGE
Miguel Pérez-Gaspar,RASMUSSEN UNIVERSITY-KANSAS
Verónica Borja Macías,GRANITE STATE COLLEGE
Alvaro Tasistro,WESLEYAN COLLEGE
Ana Bove,JOHN F. KENNEDY UNIVERSITY
Ernesto Copello,WESTFIELD STATE UNIVERSITY
Nora Szasz,MARANATHA BAPTIST UNIVERSITY
Dieter Gollmann,WILLIAM PEACE UNIVERSITY
Henrik Hulgaard,DAVIDSON COLLEGE
Jakob Lichtenberg,MINNESOTA STATE UNIVERSITY MOORHEAD
Jesper B. Møller,ST BONAVENTURE UNIVERSITY
Ichiro Hasuo,PROVO COLLEGE-IDAHO FALLS CAMPUS
Kenta Cho 0002,UTICA COLLEGE
Toshiki Kataoka,MORAVIAN COLLEGE
Herman Geuvers,BIRMINGHAM-SOUTHERN COLLEGE
Niels van der Weide,MARYLAND UNIVERSITY OF INTEGRATIVE HEALTH
Gloria Mercedes Díaz,TALMUDICAL INSTITUTE OF UPSTATE NEW YORK
Juan Sebastián Vargas Molano,BLACKBURN COLLEGE
Wilson J. Sarmiento,FASHION INSTITUTE OF TECHNOLOGY
Moez A. AbdelGawad,MONTSERRAT COLLEGE OF ART
Jean-Simon Lemay,HERZING UNIVERSITY-MINNEAPOLIS
Nicolas Gagné,BAPTIST UNIVERSITY OF THE AMERICAS
Maxime Folschette,LASELL UNIVERSITY
Morgan Magnin,VALLEY CITY STATE UNIVERSITY
Olivier F. Roux,LEWIS & CLARK COLLEGE
Christoph Müller,YESHIVA KARLIN STOLIN
Piotr Rygielski,ALBERT EINSTEIN COLLEGE OF MEDICINE
Samuel Kounev,LOYOLA UNIVERSITY CHICAGO
Simon Spinner,BE'ER YAAKOV TALMUDIC SEMINARY
Benjamin Lucien Kaminski,NORTH AMERICAN UNIVERSITY
Federico Olmedo,PLATT COLLEGE-MILLER-MOTTE-WILMINGTON
Friedrich Gretz,PROVIDENCE CHRISTIAN COLLEGE
Nils Jansen 0001,SUM BIBLE COLLEGE AND THEOLOGICAL SEMINARY
Jasper Derikx,ANNA MARIA COLLEGE
Justus Matthiesen,MOREHOUSE SCHOOL OF MEDICINE
Simon Kramer 0001,BOWDOIN COLLEGE
Jakub Salagovic,HENDRIX COLLEGE
Matej Klement,UNIVERSITY OF ILLINOIS SPRINGFIELD
Matej Troják,THE UNIVERSITY OF TEXAS PERMIAN BASIN
T. Ded,ASSUMPTION UNIVERSITY
Giuseppe Primiero,CALIFORNIA UNIVERSITY OF SCIENCE AND MEDICINE
Konstantinos Pouliasis,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER
Zhenzhu Yuan,BAPTIST BIBLE COLLEGE
Kalyan S. Perumalla,BETH HAMEDRASH SHAAREI YOSHER INSTITUTE
Mohammed M. Olama,DRURY UNIVERSITY-COLLEGE OF CONTINUING PROFESSIONAL STUDIES
Srikanth B. Yoginath,WESTERN OREGON UNIVERSITY
Daniele Manini,SAINT JOHN FISHER COLLEGE
Fredrik Dahlqvist,GEORGETOWN UNIVERSITY
Ilias Garnier,FONTBONNE UNIVERSITY
Adam Wright,BARNARD COLLEGE
Azalea Raad,BETHLEHEM COLLEGE & SEMINARY
Mark J. Wheelhouse,CALIFORNIA STATE UNIVERSITY-MONTEREY BAY
Cândida Nunes da Silva,ASBURY THEOLOGICAL SEMINARY
Márcia R. Cerioli,DEVRY UNIVERSITY-NEW JERSEY
Orlando Lee,VIRGINIA UNIVERSITY OF INTEGRATIVE MEDICINE
Mónica Braga,MILES COLLEGE
Catherine Meadows 0001,NORTHERN ARIZONA UNIVERSITY
Robin Kaarsgaard,CHAMBERLAIN UNIVERSITY-LOUISIANA
Bruno Pinaud,MAYVILLE STATE UNIVERSITY
Simon Theissing,UNIVERSITY OF SOUTHERN INDIANA
Graham Hutton,UNIVERSITY OF MAINE AT FARMINGTON
Ales Pejznoch,ALBANY MEDICAL COLLEGE
Jan Cervený,SOUTHERN NEW HAMPSHIRE UNIVERSITY
Ladislav Nedbal,SIENA HEIGHTS UNIVERSITY
Ralf Steuer,MERRIMACK COLLEGE
Stefan Müller 0009,WILLIAM PENN UNIVERSITY
Rom Langerak,UNIVERSITY OF SOUTH CAROLINA BEAUFORT
Joe B. Wells,PATRICK HENRY COLLEGE
John Pirie,WILLIAMSON CHRISTIAN COLLEGE
Vincent Rahli,SUNY COLLEGE AT GENESEO
Jamie Vicary,LEWIS & CLARK COLLEGE
Mike Stay,MARTIN METHODIST COLLEGE
Andres Rojas Paredes,COLORADO MESA UNIVERSITY
Tyler Barker,CREIGHTON UNIVERSITY
Alejandro Gadea,WALDORF UNIVERSITY
Emmanuel Gunther,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-DAYTONA BEACH
Jérôme Feret,MAYVILLE STATE UNIVERSITY
Hiroshi Watanabe 0002,SOUTHWESTERN UNIVERSITY
Chris Heunen,FLORIDA INTERNATIONAL UNIVERSITY
Martti Karvonen,PEPPERDINE UNIVERSITY
Sabine Broda,WILLIAM JEWELL COLLEGE
Naohiko Hoshino,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE
Claudia Zepeda,UNIVERSITY OF PUERTO RICO-MEDICAL SCIENCES
José Luis Carballido,UNIVERSITY OF NEBRASKA AT KEARNEY
André Takeshi Endo,BIOLA UNIVERSITY
Guilherme de Cleva Farto,OHIO STATE UNIVERSITY-MAIN CAMPUS
Celso M. da Silva Jr.,SINTE GLESKA UNIVERSITY
Ezequiel Dratman,WALNUT HILL COLLEGE
Luciano N. Grippo,YOUNGSTOWN STATE UNIVERSITY
Martín D. Safe,PRESBYTERIAN THEOLOGICAL SEMINARY IN AMERICA
Renata R. Del-Vecchio,INTER AMERICAN UNIVERSITY OF PUERTO RICO-AGUADILLA
Luciana Foss,MIDWESTERN UNIVERSITY-GLENDALE
Rosana Medina Zanotelli,CONCORDIA UNIVERSITY-CHICAGO
Simone André da Costa Cavalheiro,NEW MEXICO INSTITUTE OF MINING AND TECHNOLOGY
Lew Gordeev,ALLIANT INTERNATIONAL UNIVERSITY-SAN DIEGO
Marcela Quispe-Cruz,UNIVERSITY OF COLORADO DENVER/ANSCHUTZ MEDICAL CAMPUS
Guillermo Calderón,MICHIGAN SCHOOL OF PSYCHOLOGY
Gerardo Rubino,RHODES COLLEGE
Leslie Murray,UNIVERSITY OF MASSACHUSETTS-AMHERST
Aleksey Nogin,COLUMBIA CENTRAL UNIVERSITY-CAGUAS
Carsten Führmann,AMBERTON UNIVERSITY
Guido Sanguinetti,CEDARVILLE UNIVERSITY
Rémi Morin,WEBB INSTITUTE
Didier Galmiche,DOANE UNIVERSITY
J.-M. Notin,FAITH THEOLOGICAL SEMINARY AND CHRISTIAN COLLEGE
Graziella Tonfoni,MIAMI UNIVERSITY-OXFORD
Benjamín Barán,LIBERTY UNIVERSITY
Marcos Villagra,VASSAR COLLEGE
Lisbeth Fajstrup,WINTHROP UNIVERSITY
Stefan Sokolowski,THOMAS JEFFERSON SCHOOL OF LAW
Antoine Miné,UNIVERSITY OF HAWAII AT HILO
Lingjuan Yao,FINGER LAKES HEALTH COLLEGE OF NURSING & HEALTH SCIENCES
Fabrizio Palumbo,LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO
Guillaume Langelier,INTER AMERICAN UNIVERSITY OF PUERTO RICO-BARRANQUITAS
Omer Nguena-Timo,UNIVERSITY OF VALLEY FORGE
Bart Windels,LOGAN UNIVERSITY
Stephen G. Matthews 0002,UNITED STATES UNIVERSITY
Erica Melis,NICHOLS COLLEGE
Volker Sorge,SALEM STATE UNIVERSITY
Reinhard Kahle,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO-ARECIBO
Kevin Zúñiga Gárate,NORTH CAROLINA WESLEYAN COLLEGE
Maria Egger,SUNY POLYTECHNIC INSTITUTE
Matthias Ley,LEWIS & CLARK COLLEGE
Cristian Rusu,UNIVERSITY OF MAINE AT AUGUSTA
Ernesto Cuadros-Vargas,TEXAS STATE UNIVERSITY
Christian Nolasco,UNIVERSITY OF SOUTH CAROLINA-COLUMBIA
Juan Andrés Montoya,UNIVERSITY OF PUERTO RICO-MAYAGUEZ
Luis Gustavo da Soledade Gonzaga,LAUREL TECHNICAL INSTITUTE
Sheila Morais de Almeida,BENNINGTON COLLEGE
Alexandre Madeira,CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE
Manuel A. Martins 0001,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS
Felice Balarin,WILBERFORCE UNIVERSITY
Geoffrey C. Hulette,OHIO STATE UNIVERSITY-NEWARK CAMPUS
Jackson R. Mayo,CONCORDIA SEMINARY
Joseph R. Ruthruff,"BEXLEY HALL SEABURY WESTERN THEOLOGICAL SEMINARY FEDERATION, INC."
Robert C. Armstrong,SETON HILL UNIVERSITY
Fumihiko Kono,LINCOLN MEMORIAL UNIVERSITY
Kazunori Ueda,CALVIN UNIVERSITY
Shota Matsumoto,RIDER UNIVERSITY
Teruya Kobayashi,COGSWELL UNIVERSITY OF SILICON VALLEY
John Magnus Morton,DINE COLLEGE
Patrick Maier 0001,UNIVERSITY OF CALIFORNIA-SANTA CRUZ
Phil Trinder,SOUTHERN VIRGINIA UNIVERSITY
Fabio Martinelli,AMERICAN INTERCONTINENTAL UNIVERSITY
Riccardo Focardi,CHAMBERLAIN UNIVERSITY-LOUISIANA
Roberto Gorrieri,OREGON STATE UNIVERSITY
Benjamin C. Pierce,PHILANDER SMITH COLLEGE
Farley Soares Oliveira,RHODES COLLEGE
Hidefumi Hiraishi,NORTHEASTERN ILLINOIS UNIVERSITY
Hiroshi Imai,TEXAS CHIROPRACTIC COLLEGE FOUNDATION INC
Alex de V. Garcia,WILLIAMS BAPTIST UNIVERSITY
Hugo Daniel Macedo,PALM BEACH ATLANTIC UNIVERSITY
Masahiro Hamano,ST. JOSEPH'S COLLEGE-LONG ISLAND
Claudio V. Russo,NEW ENGLAND CULINARY INSTITUTE
Gavin M. Bierman,HODGES UNIVERSITY
Alessandro Coglio,BRYN MAWR COLLEGE
Huodi Chen,AMERICAN CONSERVATORY THEATER
Shuhua Su,BERGIN UNIVERSITY OF CANINE STUDIES
Chuku Ejike,NORTHERN STATE UNIVERSITY
Demetres Kouvatsos,MCPHS UNIVERSITY
Emmanuel Chailloux,SAM HOUSTON STATE UNIVERSITY
Jérémie Salvucci,SAINT AUGUSTINE'S UNIVERSITY
Christoph Grimm 0001,WESTFIELD STATE UNIVERSITY
Petko Valtchev,CHAMBERLAIN UNIVERSITY-NEVADA
Robert Godin,DRAKE UNIVERSITY
Cláudia Nalon,BETHANY GLOBAL UNIVERSITY
Albert Shaqiri,HERZING UNIVERSITY-MADISON
Walter Cazzola,LINCOLN UNIVERSITY
Peter Sewell,UNIVERSITY OF REDLANDS GRADUATE SCHOOL OF THEOLOGY
Ingo Battenfeld,BETHANY LUTHERAN COLLEGE
Eduardo Kessler Piveta,FLORIDA COLLEGE
Samuel da Silva Feitosa,GEORGE FOX UNIVERSITY
Kim B. Bruce,WILLIAMS COLLEGE
János Papp,THE UNIVERSITY OF MONTANA-WESTERN
Di Wang 0017,YESHIVA D'MONSEY RABBINICAL COLLEGE
Jan Hoffmann 0002,MANHATTANVILLE COLLEGE
Thomas W. Reps,UNIVERSITY OF WEST ALABAMA
Björn Lisper,WASHINGTON AND LEE UNIVERSITY
Jonas Holmerin,EAGLE GATE COLLEGE-BOISE CAMPUS
Liang-Ting Chen 0001,FONTBONNE UNIVERSITY
Danny van Velzen,MARYMOUNT UNIVERSITY
Chunhui Liu,EAST-WEST UNIVERSITY
Samuel R. Buss,ASHFORD UNIVERSITY
Stanislaw Ambroszkiewicz,DIVINE WORD COLLEGE
Paul H. B. Gardiner,WESTMONT COLLEGE
Barry Jay,UNIVERSITY OF SAINT KATHERINE
Wolfgang Windsteiger,UNION THEOLOGICAL SEMINARY IN THE CITY OF NEW YORK
Uday S. Reddy,COLUMBIA SOUTHERN UNIVERSITY
Fabienne Jézéquel,CALIFORNIA STATE UNIVERSITY-STANISLAUS
Romain Picot,GEORGIAN COURT UNIVERSITY
Stef Graillat,MARYMOUNT MANHATTAN COLLEGE
Thiago Alves Rocha,KEUKA COLLEGE
Kishor S. Trivedi,TALMUDICAL SEMINARY OHOLEI TORAH
Riccardo Pinciroli,CASE WESTERN RESERVE UNIVERSITY
Claudio Hermida,STILLMAN COLLEGE
Edmund P. Robinson,UNIVERSITY OF MINNESOTA-DULUTH
Jinyun Xue,UNIVERSITY OF ILLINOIS SPRINGFIELD
Richard Mycroft,ENDICOTT COLLEGE
Tássio Naia,ADLER GRADUATE SCHOOL
C. Barry Jay,CLAREMONT GRADUATE UNIVERSITY
Rodrigo Machado,DEVRY UNIVERSITY-COLORADO
Vítor Bujés Ubatuba De Araújo,GLASGOW CALEDONIAN NEW YORK COLLEGE
Álvaro Freitas Moreira,COLLEGE UNBOUND
Christian Colombo 0001,THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER
Mark Anthony Cachia,UTAH STATE UNIVERSITY
Mark Micallef,NATIONAL AMERICAN UNIVERSITY-INDIANAPOLIS
Alex Simpson,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE
Dimitri Volchenkov,KNOX COLLEGE
Jonathan Helbach,UNIVERSITY OF PITTSBURGH-GREENSBURG
Marko Tscherepanow,GREENVILLE UNIVERSITY
Sina Kühnel,CARIBBEAN UNIVERSITY-VEGA BAJA
Guilhem Moulin,GREAT LAKES CHRISTIAN COLLEGE
Jean-Philippe Bernardy,SOUTHWESTERN LAW SCHOOL
Thierry Coquand,CHARLES R DREW UNIVERSITY OF MEDICINE AND SCIENCE
Jonathan Gallagher,SUNY COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL
Jurriaan Rot,UNIVERSITY OF THE PACIFIC
Robert S. R. Myers,YESHIVA SHAAR EPHRAIM
Jérémy Planul,EMORY & HENRY COLLEGE
Martín Abadi,SAINT JOSEPH'S UNIVERSITY
Christoph Rauch,BOB JONES UNIVERSITY
Sergey Goncharov 0001,SOUTHWEST ACUPUNCTURE COLLEGE-BOULDER
Andre Scedrov,TOURO UNIVERSITY WORLDWIDE
Daniel A. Quiroz,ST. JOHN'S COLLEGE-DEPARTMENT OF NURSING
José Zamora,GRACE COLLEGE AND THEOLOGICAL SEMINARY
Maya Stein,OLD DOMINION UNIVERSITY
Sebastián Bustamante 0001,INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIVE CULTURE AND ARTS DEVELOPMENT
Dominique Bolignano,MESSENGER COLLEGE
Erwan Bigan,THE WRIGHT INSTITUTE
Jean-Marc Steyaert,FLORIDA COLLEGE
Stéphane Douady,MANCHESTER UNIVERSITY
Annegret Wagler,HOBART WILLIAM SMITH COLLEGES
Gabriela R. Argiroffo,SMITH COLLEGE
Yanina Lucarini,RUSH UNIVERSITY
José Ramón Pasillas-Díaz,UNIVERSITY OF LYNCHBURG
Sylvie Ratté,ALBERT EINSTEIN COLLEGE OF MEDICINE
Robert Rand 0001,EASTERN UNIVERSITY
Steve Zdancewic,BETH MEDRASH MEOR YITZCHOK
Daniel F. D. Posner,GRANITE STATE COLLEGE
Mitre Costa Dourado,HAMLINE UNIVERSITY
Moisés T. Carvalho,WILLIAM CAREY UNIVERSITY
Alfonso Sandoval Rosas,MILWAUKEE INSTITUTE OF ART & DESIGN
José Luis Alejos Martínez,INTERCOAST COLLEGES-FAIRFIELD
Alessandro Hill,UNIVERSITY OF NEW HAVEN
Edna Ayako Hoshino,PENNSYLVANIA STATE UNIVERSITY-PENN STATE BEAVER
Fabio Henrique N. Abe,MISSIO THEOLOGICAL SEMINARY
Roberto Baldacci,INTER AMERICAN UNIVERSITY OF PUERTO RICO-BARRANQUITAS
Mohammed Alqahtani,CAIRN UNIVERSITY-LANGHORNE
Gongzheng Lu,TEXAS TECH UNIVERSITY
Huaikou Miao,OCCIDENTAL COLLEGE
Michele Pasqua,SHERMAN COLLEGE OF CHIROPRACTIC
Mila Dalla Preda,PACIFICA GRADUATE INSTITUTE
Alessandro Cimatti,SAN DIEGO CHRISTIAN COLLEGE
Amit Patel 0001,CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ
John C. Mitchell,AMERICAN UNIVERSITY
Vitaly Shmatikov,PERU STATE COLLEGE
Juan Carlos Nieves,NATIONAL AMERICAN UNIVERSITY-GARDEN CITY
Guohua Wu,TRINITY CHRISTIAN COLLEGE
Xiaoyong Xi,QUINCY UNIVERSITY
Pedro Arraes,TIFFIN UNIVERSITY
André Luiz Pires Guedes,OHIO STATE UNIVERSITY-MARION CAMPUS
Fabricio Schiavon Kolberg,NYACK COLLEGE
Marina Groshaus,GORDON COLLEGE
Giovane Mansan,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ
Mike Behrisch,TUSCULUM UNIVERSITY
Carolina Mejía,THE SEATTLE SCHOOL OF THEOLOGY & PSYCHOLOGY
J. Andres Montoya,CLARK ATLANTA UNIVERSITY
Lucas R. Yoshimura,TRINITY WASHINGTON UNIVERSITY
Babagana Modu,SAINT NORBERT COLLEGE
Bashir Mohammed,QUEENS UNIVERSITY OF CHARLOTTE
Hassan Ugail,PRESIDIO GRADUATE SCHOOL
Irfan Awan,ACADEMY OF ART UNIVERSITY
Kabiru M. Maiyama,INDEPENDENCE UNIVERSITY
Mariam Kiran,TRUMAN STATE UNIVERSITY
Pedro Sánchez Terraf,SUL ROSS STATE UNIVERSITY
Leandro Montero,MOUNT VERNON NAZARENE UNIVERSITY
Sylvain Legay,OHIO DOMINICAN UNIVERSITY
David J. Pym,BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS
Simon Docherty,DELAWARE STATE UNIVERSITY
Zhenchao Lyu,MONTSERRAT COLLEGE OF ART
Christoph Benzmüller,UNIVERSITY OF PHOENIX-HAWAII
Manfred Kerber,COLORADO SCHOOL OF MINES
Mateja Jamnik,CENTRAL PENN COLLEGE
Nicoletta Cocco,THE UNIVERSITY OF TENNESSEE SYSTEM OFFICE
Paolo Baldan,ALBIZU UNIVERSITY-MIAMI
Angelo Troina,UNIVERSITY OF NORTHERN IOWA
Camilo Rocha,YESHIVAS EMEK HATORAH
Carlos Pinzón,CITY COLLEGE-MIAMI
Demetres D. Kouvatsos,CENTRAL BAPTIST COLLEGE
Rana R. Ahmed,BOWIE STATE UNIVERSITY
Michael D. Rice,WALSH COLLEGE
Michael Siff,SOUTHERN CALIFORNIA INSTITUTE OF TECHNOLOGY
Matija Pretnar,EDP UNIVERSITY OF PUERTO RICO INC-SAN SEBASTIAN
Birgit Pfitzmann,WINONA STATE UNIVERSITY
Matthias Schunter,BOWIE STATE UNIVERSITY
Michael Waidner,MADONNA UNIVERSITY
Gaolin Li,NAROPA UNIVERSITY
C. R. Ramakrishnan 0001,KING'S COLLEGE
Xiaoqun Du,FRANKLIN PIERCE UNIVERSITY
Claude Kirchner,DEVRY COLLEGE OF NEW YORK
Michael T. Todinov,FIVE BRANCHES UNIVERSITY
Cristiane M. Sato,ARKANSAS BAPTIST COLLEGE
Roberto F. Parente,ANTIOCH UNIVERSITY ONLINE
Sandi Klavzar,WASHBURN UNIVERSITY
Valentin Gledel,GRAND VALLEY STATE UNIVERSITY
Vesna Irsic,SAINT JOSEPH SEMINARY COLLEGE
Kwang Yi,UNIVERSITY OF MICHIGAN-FLINT
Nikolay V. Shilov 0002,UTICA COLLEGE
Adriano Dodó,DESALES UNIVERSITY
João Marcos 0001,ILLINOIS STATE UNIVERSITY
João Neto,CALIFORNIA ARTS UNIVERSITY
Anastasis Georgoulas,UNIVERSITY OF SOUTH CAROLINA BEAUFORT
Paul Piho,HERZING UNIVERSITY-ORLANDO
Jorge Julien Rivera Tito,SIT GRADUATE INSTITUTE
Juan C. Gutiérrez-Cáceres,OAKLAND CITY UNIVERSITY
Karla Mariel Fernández Fabián,HOPE INTERNATIONAL UNIVERSITY
Pamela C. Laguna Laura,STILLMAN COLLEGE
Vicente Enrique Machaca Arceda,STILLMAN COLLEGE
Mário Florido,CHAMPION CHRISTIAN COLLEGE
Masaki Nakamura 0001,SAINT JOSEPH SEMINARY COLLEGE
Charles Morgan,CUNY MEDGAR EVERS COLLEGE
Samuel G. Da Silva,CENTRAL CONNECTICUT STATE UNIVERSITY
Dina Q. Goldin,MARQUETTE UNIVERSITY
Peter Wegner,SKIDMORE COLLEGE
Carolin Denkert,JOHNSON UNIVERSITY FLORIDA
Ekkehard Köhler,UNIVERSITY OF ARKANSAS SYSTEM EVERSITY
Jesse Beisegel,EMORY & HENRY COLLEGE
Martin Strehler 0001,OTTAWA UNIVERSITY-ONLINE
Matjaz Krnc,UNIVERSITY OF IOWA
Nevena Pivac,DOMINICAN COLLEGE OF BLAUVELT
Robert Scheffler 0001,UNIVERSITY OF NORTH CAROLINA WILMINGTON
Andrew Kennedy,UNIVERSITY OF PHOENIX-HAWAII
