description,decision,paper,reviewer
TbdggzSeWnmAjjenOWvMmQqrEDWOKHwtjuarVyJTryLqznMFZpmDnrbpAEnvJjeZoprKDSEIDLgdQsSDsMWQUUrRTpqdmssnIpVP,Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Karim Djemame
WUgRRVCpbwzTuBzDPlvTmeyzNvaRaImjwLjuQKdCtASmtdxtIikaocdgOBwQJUiTcVrtlCwPkXbIzImPLsTNeuXzuwAQAPHFHUim,Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Joseph Sang-Il Kwon
KzrTZoieEkLwcNhfpPDZMHgRoVZqMMLvUYKXSXfCTddhAlrNEtUfxoRjXSnIbQoBzpiaRqwkJMYjDAFeCJaKyEdByPEFydKHgYQq,Not Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Agustín Valverde
RloEkmFfyUbPZAoGOLZNFNsxJRuPtBHLRYfUcQKHkvtwRjWuAdCihHGpjrhXRPotXsuJuPnNeVjMrgzrkRivWChpNCZsgdzSBxhK,Not Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Oriol Tejada
YSrEPVnJbNanpeWTAOZnLuNQFLMEgHuGjFINoItEKzpApljKumHkXIJMynrDJGZZjXRsmuoIOnILbQndSGvcibFCgDVZxNSYWqLx,Not Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Ivan Lanese
BByoDqHmNDfDTsApLxyphcREMECQagQQTFylmKlpizXsLIsvbkmflyGtgkWyaSzSVAhIRSPmFYISPkKlPqkKHvpBvehxpSnFgYbG,Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Ashish Tiwari 0001
BQalYxYLcoXKewyUpWGiIywtzSzsAjuBlIZFQgdzWKkJPEbVNqDURqkfDRTVeBVETpMCpcQeJXRCLrmXRhQPDuDaXSrAWqawKwWI,Not Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Gem Stapleton
hqapCNDlBjgCWCmXrWeFlExPuHdiAqLmmQlalJtqQHzKGJSRyOmtPnmqbFNTEkVQXeyMKwfYaLVISKVHKxLVJlnJopEEETycNSBm,Accepted,A Practical Semi-External Memory Method for Approximate Pattern Matching.,Dominik Janzing
tQOVEnZnzPdtpdKQHLqYOJxKrCRzODCVUgZpHbigIFbvDTjrBmMQHdImraOZEswuVTEAchiZwTAqwZZlOpLedNcEXtFLGkuAgTNH,Not Accepted,Formalizing Abstract Computability: Turing Categories in Coq.,Hossein Mostafaei
YftSCzuzPllZzmvNQNyqDzvokoFBhSuYrwppWndGvDmaUIBnlDQJtszSCJAwZXbkjHwzlRASCvoqegxdTWIvNyAnGECOZNgNgIQA,Accepted,Formalizing Abstract Computability: Turing Categories in Coq.,Sidharth Sankar Parhi
OXJTaFKnyjwwesClcTxmFfAXwGFrUKgfzjLYmXsNDeZnToVrUDiIIfKdNkCYtAzlXvleniwrtioOBCHiLMsOIBXnJkaRewEeNjUa,Accepted,Formalizing Abstract Computability: Turing Categories in Coq.,Amiya K. Jana
gPmCzPAcRihztbiqCepKwTpFhgaSyyvktbNOfItVkILjOgZCGIkMdqQqUoxLzDfLaNjrDmtOBHvfpaNjSvfWpufhQIzhzHLtasGW,Accepted,Fuzzy Set Abstraction.,J. J. Hallett
XWLSRXcKAwQDLVQxYVgEoZfgwHZJbxEtHMUhrrFacgZaVDNpXCCKQKkpKnbcWxKOfRnoxcmOVYZHAzzNBptgiSJbyOarXgabZJkV,Not Accepted,Fuzzy Set Abstraction.,Nuh Aygün Dalkiran
EpCMYUfIWVXodjdAObvYoNCgCsYzKYfUXHSYHWfuycUvfPuxGGmbyIyOfxiWsIjhcQkjCrdBReDRLOGSgqmeqKtZyhdmWsfVCMwn,Not Accepted,Fuzzy Set Abstraction.,Sanjay Chawla
eNqkUkLspXjNZRDjEhmAsBsmFwTeshkjYAKuzTGYpPSFeFUnVGMXARHOJLEwKFtQhsNzuRgRpygWPFyXyWymYnfbVrpGtwrugiBB,Accepted,Fuzzy Set Abstraction.,Jian Zhang 0003
iNyvRItzwNaHnoShJTrLTmyMJIrSmpOFxgqiqVxPLwyEOjQvZRufEvWVwTSYzOUMJeWkXjSkorMYYxrHpxXNyGYIdZdPLcxJOSMQ,Not Accepted,Fuzzy Set Abstraction.,Pei Liu 0002
QjkAOwPILfXTJjypndfXfMEcBInKNojXVtMhDaRKQsBpiAauBNXvfhPoEGrdQQZvwZgBuGlkRrWCqdVCsFDoUbmzaoqZbpEsxFZY,Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Stefan Milius
mjUbFMSLuyrtfwbfYPNXrDVNPpraMcQbzReQskjjwCAvMctanQWtVIcZGgCMdjTrmSKRBBoarqpeCvFGndmSGVKAXPNeSclYXQrg,Not Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Anker Degn Jensen
XFWkEepldCAsUekTiagxPauXMyyrBNlhChwrxtBIseBDsxNRZZyAjSdebUhXzTXEeSgiNQJyXbcOMWKGscsHtRyaEQGEyAvAtUXu,Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Soo Hong Chew
WkHXyyyxNXTaUpoURNPWuwUtcqUdiqigQTVfdIedPYqemmKWDJnJUhQpIiFcXXpeVnjMwYoqkMGKHOkBKkoXHICoBEgjQbvJItHJ,Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Keith Laderoute
KRWFLakvrhdeOYbbxFsgQkMjqFrTscxOdRDXIufgmRtxSKAmUxegtJSCAdYtFxSEkiIYSKcnFZgrtzYDZxOPGNOtzaVLOkeJCUbq,Not Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Joshua C. Teitelbaum
VUVPWTbRQuGrMURVVUWmpZYZlMnUylRHzXpRrZJGJKmMukmDKVaIvIfXfrWZgpNfmVJrujXPGdwmvqGUoMqvSZcAzYUKuoPddntM,Not Accepted,On the Minimum Eccentricity Isometric Cycle Problem.,Enrico Barbierato
znXUMMnBEacHxZpAzsDXQoHroWUuzCWEieWgRSjsGTjVXscBZmzrdnTHiQmpBrugUFUSeLDXsSpacTPieeThsqsPqnpKjYWjgsdp,Not Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Aloisio Araujo
MTgyuvzEDeMChOBaOwEKluwPywrSQVVHSxFcUmpQMsaGcFEDebuuVLpoMMOxvMbXyaoQhcKKBEinuVOWQwrSbraDAELTUXKXXYoK,Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Emilio Tuosto
wfHYqnWFvLimXgNUbxYCDiwbJJPuSxuDqffdnjPUImTDixdFyVJZOgXeXtJUwHcInqpfNOEfchEHSkJlWzaKJHNgSBkLXNCuPpAv,Not Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Li Yu
GMOranQbyfCJbKVDuurPQWExYOYdbhPOYvGSCznZZyniSwscXzfztcCgcbpNfVyKaLpNcrwErUODOrWcRyjxuZuWGugcKIzPYLRH,Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Harsh Beohar
kLSDSqpjIatTIUcgUzJKFFepuTbPnfLGtlgOXYuwPNJTHPpZPInDwWgNENSMacdQumPiHUKOBcPqEpLTEjTuaXWqvyDTTKESgpfb,Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Duncan M. Fraser
qkekRoEDWQKExBfMiDDfEtjdzpkOTuZfayhKLzPnbqVImLsVblzcMuTTvxnSnGqudVuzAcfkAzLQoBGluSLMIITgUtpHJmQyZXAn,Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Tuukka Ahoniemi
TrcZMFlbiCYCYvbIfbziodeBdwGSvSeItxWQVrjSMysqwCypbpNhSHRTjJvjGSBewZpueqIufqAuEqjNTityBkpkBoNIFbSXpjqM,Not Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Kai Yang
jKppIkokmArrpFBiCZoQKptapDCItZiUREDWmanvYrNHZJCkDfhSFDFCklKTbQrSOpIWXLOnEWEfbSQXNClJLFPsSvQxmGiOGyZa,Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Prasad Tadepalli
eZquAwJtXreLsyESPzLnNdXRGiBxBURaHEGVhQfrHcdEyCpOgtjcpAYvpWGMagZgOinJMhTwVANaEUeOWTXoXhLbFyPOQqzfzEht,Not Accepted,Deciding Whether a Grid is a Topological Subgraph of a Planar Graph is NP-Complete.,Renata Reiser
mnNknnQGDztajqNFhMgHGHopbMFDfTMmUVyzycUEkPRBWMHMXCfLXpqiJsLbNwERZCaMhsQzUCBMVOJXLLGzScrkDowACsgCXolq,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Reinhard Pöschel
vSMBtpMDSMddUgHSpqNFhMjRbqGhogEdvhfyEkAKkqwihaQSBfOgFiqcdxeWbXcQAJEkXJgzmFGzHkkNVEqQijNDbTAoDbDGVzRD,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Simon Grant
qUasqpJPDSHvapQzvLPYvwrRyZulwnLumNUiOdawdgdYrJIfagOjzngWTKHfGTmktjUyTCeKDZcURHKQKHbwSNlOTtNPmaCIUkhD,Not Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Tim Bauer
HyEkblptZZLjgeIYbMKaosUokBANYLUSOTlujKOkMHImkPzJqusCHweIyKYecZalbmIVgnBKzEVqaNTizOXKRwUYmNGKVYgAEwQO,Not Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Mohammed Alqahtani
VOYkjAbOOwrcbmtPDhPGDsREKDsPvVLGGzJlvEFsIwiudsRWzsZfNVpxtqWqEwQpreWKbLIJwPNOXNvqGfOurTlNFAtqKorSjLox,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Michael Fink 0002
fdGuTsMrovrjZrgHbGHoKNGFDxfeuMAmfDYPnmKrtmkXTZdIEZQdDQxFWAHTPONShvIseMhrVrLdwzvFmWGZkAVgfkSbOHNFzKAN,Not Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Hanumantha Rao Nadendla
DscuZPkVVjpWskzDLtqwtRfZEHyRwkZFAkaoAYNZvuSOOcgcihSlAKjEnILZvIZbQTKYcrTEBjNtNIJYuHniPpLymLGmWeCDvywq,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Zvika Neeman
snWeUmZDXOurtyUoZdvOMWpWEWgdRwvDswitJWjzzyyWFmdHusCHKjDUmmJEwAVbBWXeRvjxADATYSdflQpQAViNkCEgchMYfDea,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Naoki Abe
YymhjlFCKgsBHghvRvCpivmOjtZamFGTJzmRKFFXWcLzsOSBGfGjLZdwCVZFCWuQoWGDEMszsuhgleasFIlvuWcRXbHQURMGcKne,Accepted,Open Maps in Concrete Categories and Branching Bisimulation for Prefix Orders.,Patricia Reynaud-Bouret
EkTXFudhXhMwyMICHfkBXGRdQhjquJGsNQtBgqtLFFVHiwLQXSebSxJyWdhBCazNNoXpCUDSZPFLAChWyNGaaxqgdMgbTkVImkcN,Accepted,Towards a Generic BPMS User Portal Definition for the Execution of Business Processes.,Marcel Katz
NPXHJAkCGljhEpGmfyPJKnmyTPTHNxYnzSbYkoqSwtmYwEoxOQKxKpUXljBkGMgzPFkPCPuyjLajiKDHeRQpPkTNvQEDWBppReqb,Accepted,Towards a Generic BPMS User Portal Definition for the Execution of Business Processes.,Ling Huang
FZaQLSeQBSMnzMOkJbxuqRcsNpLtmMLqHlxZvGOlJCixzJMljsirESxFBCTxLPfDZnwmZGSzRFsNQwEbgQpReueBKuGqlehreeet,Accepted,Towards a Generic BPMS User Portal Definition for the Execution of Business Processes.,Jennifer Ford
EpSFOlSgkYjCLKtTVcWUYNUQPEIGzZguEHPhhMczqTZidtGaNTFTsaXXOUCpUYzGIxbQceFcXfEYLLAOTWFpPFVWDgZoTWLjISvG,Accepted,Towards a Generic BPMS User Portal Definition for the Execution of Business Processes.,David Saleh
wlveAsTwFCTDNhjPpSlBtlDKemZcTGAvWitEUBqBtfpEhOEFlBVNdWsJptVBPzUJmnwXecGrYEvvqJbkymKjkWosOuQewmGJdCSp,Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Theo H. Reijmers
MnUvdGoXeFleFhEYMqRzQmigZQtxhNkzZySxGJIXzjYMurLwhAgZndLQWSebPoqeoCdCagWzBIyFHxWnZDluJMdvphmEnnOrJYTY,Not Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Jesús Arturo Pérez Díaz
MmjsEkqlhBKgINzMyVzOSBdufeiwuCxXFSWHiRSAaMCQnzFOsegBvPwAhDUBHzzOgBqyLBbAYCcmbdsoWYyBWQbbLeODNrCgjoLT,Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Jing Li
dsKFYoDiiErUpUKeXLxQTqUIbhaCMoBlmUyFKtOsPfEXGJHSXfvwIudoVXnUQYfqoiYLEhbasRIOQbbZMCVtqnWuDvOLiuSxuxru,Not Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Seyyed Alireza Seyyed Mousavi
DBQhscHihFYbmMgWKJbjDbqWZKgEpmzYihuDUNqnDnNlnhjMslbFLFvmoDVlTBSPtHAuByAFONdtmrUzGIhQVWtabmjgkdFTUrVc,Not Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Kees Verstoep
onXzgBkEeghCmcJGZoTHXytmPITlmQlYbSwNwZnrZTiLvOThqUWYxgTXjanzKKTxmgxxkgdmpsbQqxwpoNnJnFYFZPtiBbLlbcZG,Not Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Manuela Blaum
PFsTcDLjyEDDBtGWHnSahmDpMKwHfXUJKAzxqtnYFGnQTkJTYoESYDyXQsgesxfwqMaBTqSUMYYYjfqayhnlVwCySDBnuEXQnfom,Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Purnamrita Sarkar
EOeMQoJlArncxSZKCkqjdXtMjCrULnFuogXUknZwOxJMUIqkxWQWeVjIxIgOOBenxwufQHnNDwVKQbFwIFeCcKbYsNwsWFIGyGLd,Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Jean-Michel Hufflen
OoHeUlMgKOenBSwlXFkPyLqwsBqzOzDpvarIAytBUZgwaaKXqEGDTPkaGLaGPBYXKaGiPzqKPLzMcKiyyLfGBREGvAYunEPuHFzu,Not Accepted,A Model to Guide Dynamic Adaptation Planning in Self-Adaptive Systems.,Carolina Rengifo
VfBYtLiZolDMtABRjYMPRmXbddqaBPebDYWKxsnfPdqnpVJJyKDONzTsDpfMDchshKjjQBtYyaQyTLfZbWMPszJTHmTUjkwlTByR,Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Julia Prieß-Buchheit
jNonvljAeorrpLgPYtRtrgTVqtvdnVubPakjsKeGoxqvYTfWUcfGthAoRlQRhlPbpIyeExHBrUaQjdeuYHERwYbhpjDgdcbbzQrl,Not Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Mehmet Aksit
NbTQkshPVNmbvSKNSePdvqwBEtxgXzYHdyahEagnArrqOYtDJArdVfDfzIgIMFHeFdmxsEVvHCXPTRmcFhLCzeDdfXWrrUJgsaqH,Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Stefano Marrone 0001
fihgXAaReVWecPqUrzCmpgXOordLtldUXJaOqKNEzEHHDIETZYRcVKzBLTdcYswvlDTWJqNRGzKgZYMIlwUDCnFeVTncetegLSRb,Not Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,César de Prada Moraga
PdrxdYBnVMihfhtQhRBkGIdhifkIWytTviAnkmVtIsgeocEfvMuGogbOWQgHBtZMRCmDTKRYNCthVDcUjlOtoEiTLChEnNhMsiun,Not Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Jurgen Van Gael
nkkOdIDzKLtDSgxtkDEtLtpUvCqNgFDzjxxKacHBgkEiFoDjwLdZbENYFmrxrKBicApqJVQxUuptyEFziZDtNAwMKYUKugIzkFNu,Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Heungjo An
uBaXuYuxUDhIgUFLlRzzJTqfKCrocCoFdMWFeLZmhtxoaUfjCWmVKwutrTmTtagHRNMVnKogkKEgDzTesOSNwdtWOFRFGqzXSxqW,Accepted,Yoneda Completion via a DCPO Completion of its Poset of Formal Balls.,Minoru Kitahara
FZqceapohOAnDbfrGwZvrkHTAGBZzvkNYOtoutgNkqsdaMFFPwbFXeHwhDSHSwWEREoWBTNgBdnhMsGOobfCeoyPieTznDMPJXOC,Not Accepted,Modeling and Verification of RBC Handover Protocol.,Jierui Xie
LVuDzPQHORhvJiiNQXCusgvwfxwHEArVrFXlqHAGyHoCUnEPfZFIkvMiJvLdirRZXTKjfUBIrrDuDthtZzqnVVpaepDDNPZfirvO,Not Accepted,Modeling and Verification of RBC Handover Protocol.,Botond Bertók
YkUdFMeciUMywMpNZIBxJUwTFbyVYSTatOGcaBkMyxXTOfTreAHQmRwGmWRXaoVvkHTkGRsekDIqeJkLpqZcpvxPlIlIxSvGJZbY,Accepted,Modeling and Verification of RBC Handover Protocol.,Shuaiwei Ding
TcYZhJJdZpKRtqSQwqYElBQFRZSiUSqhjxEkdsZGelfcioShgmtdiDItNPqgtPkwqhFgCBNoHaruiokHwtiwFBVUEqAiKxCaCyri,Accepted,Modeling and Verification of RBC Handover Protocol.,Kohei Hatano
cxqMlbayjwkGAWzxemlQOQlYIMTxeQqlmjgVZfvpeYcntwZaRhvFCNTJiKsoVTognuMxNvpnWoMDqdgXrMcNUioLNelKAzkHYIvN,Not Accepted,Modeling and Verification of RBC Handover Protocol.,Lukas Lüken
cXzPWyUZEiepnlgzMyHdJpqWsDiAFPjinQRILAkfFwWwjLmwgVjvOOzSQqMoJlZlannTrWIszzJZIWDYIzWJzLaBlAkBBdKvkVMx,Accepted,Modeling and Verification of RBC Handover Protocol.,Arturo Jiménez-Gutiérrez
wXeqreOEpNZLrKcQJsevhGRzDbqIsMurCZbSDcdZuLCaUyGPtbbjmLqmCPihVBDGhkKYGumwwbLchqXOhrKPrHNNZObEzWSXNaPD,Not Accepted,Modeling and Verification of RBC Handover Protocol.,Rolf Hennicker
jaIPeftNBdmOmsALjTlxIseQdwDZnIQyvdhOTIcHtVsTZmwcezmzKYdVCmTefzddjgTooBRqLrYlcJlVXSjvisvAejJrmDsfjcHq,Not Accepted,Modeling and Verification of RBC Handover Protocol.,Yuliia Orlova
qpnSiuGIWCSuOxtfnRWDDGqflPZejSdxsMbrVrADvTOUATlvALTBmyGrTloARpewnthJpGIYpitbZvbocIPeYiWZEjCbOlReiGgr,Accepted,Modeling and Verification of RBC Handover Protocol.,Cai Wingfield
XLzCzzpdbrdClAJSAXRhLKxkSPESaaAiCftHsorbcrioiiCaJWwfzwlETDUhmAIyjpbwuXMsgxOngztwLukfkXIYaegXQTAWFGUM,Not Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,Görel Hedin
YgRiLfhIInrSLeRfubczsaYHNIgjAaZzfiFVHAkmRTjJFeGZNnPRHZOKrcqnXjELJFdNLfgBxRPSlvVjWJUoCkRSTwlLvEFhQLcm,Not Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,Katinka Wolter
GwKbbremxtEZpgZRhdjCzQYaNOstuXtmGJwEYnpEymDtMBYlJwXDtLThaErnuSmNCZesILCatUFThPZLJDaJIaleiOajsRvKPeOH,Not Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,Lauri Hella
UsKGuccGeoelJnlonuLgLdbFVPayzBVpzKFnWSFqXZWQVPmZTIowAgokrwVYmraCxrNfBhruCmIAzQoKlHzrdjVrKjoFeLGHJvON,Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,Jason K. Johnson
uViOZVogJOEgDDmFTWjlgCknVgDfXflDuRrLYSXSFUmQGCtOpcSJYJOWCRDTciTSLfXoJKPTDpjbAlzGKmhaqHshhIekQavSqeeV,Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,Leslie Murray
rGEiocfykshpSJpGSisnKUsYjaIZrGjpHOajHxoycOHaqeMvLaXcIhvgIvbnYXFAHhAPiulpAKdCGduUYQDrJvhajToGXstbcWIU,Accepted,Constraining Cycle Alternations in Model Checking for Interval Temporal Logic.,David Atienza
zKRKWAuKvxnNzkNsJFDYgchmMRpvIIUfxgWuOaXoFgHinORxzVYotVEPXvvybWxvDWZgVscHzdIKjyARzCnyicoVWnzYbSRabXCt,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Maria Chiara Meo
wJyvJPTckvRDZwDzYIFawvhUJWyICQIycZGAaDTLzOTAaiApBwewKCxDUWFteyevOgcmNmEmaQKuPzsQnAjmMIYQYlQuVUOxXuAn,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Rui Qin
CNqQMQRVaFnRPuXPyGxYodqZIvHnvmIXuafioSOQCratfgXMwVKufJgQlLGJddWXlalqyypdxDdObqHjBycSKhuBOkiwiHGPUuGq,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Alicia Villanueva
RcOLYVNpwpYXJOFuFxhUSSeMSHTMjlQJEByLkhritdcsiOyxvTzObXuFXTHWGErKcLGyBlcKwyiRyYxNiEveQeWUReUOCTRXBoNx,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Paulo Roberto Freire Cunha
YAFCQzaLrSnoyyTCOmGaoLteIexSoyNQpfhXSezuIWZZVXPuvNmKFpVeDGRWDYCHqrBNdlUqzUAZobyhDQRoBhZXdzQoEhimujwa,Not Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Manuel Berenguel
rmsQeQNOgbcOJpTWWqJQecdDyikPziBOXVmDFDKsptZMHBOoSQCEqmYRGBWvFTGHlrEbSwWUGcRZrKjvVrCgdEPYVnqsXRMZNrMe,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Olga Grinchtein
XNVPYQYWbRfJnvkkMIEpNDFvfGxbQRxZebGKXlRJQilErvAFybLurLyTGQhezeHsjgNSEZUvosDZglIHxNWjkKbPsegSJXOvgtyL,Not Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Francesca Levi
wRhnPonJZqmlPreTNyJllEHhlKpUSmLolsuxjbeUWpFGjBAyiGmvzCtkvUHlXsxzMiuHFNvCCoCHeYoCmrbttZKhOKBLcnQBjfYx,Accepted,Operating Policies for Energy Efficient Dynamic Server Allocation.,Linde F. C. Kampers
AMyPYHNUbEplkciCnvihneYYcBNnNtcZWvDGJJaiDhdHKsNXbEKtxsfodBBMBeNcMdycUzakkINTsudYBUmFdarqsCVgAUFbshjH,Accepted,Freyd categories are Enriched Lawvere Theories.,Kuan-Wei Wu
qsYOFkEfTRGtoEhRikQUElJyRdtomjNVfPHjHyQSwVrfGWpicEkLEmWZfRpgceHSrVcOezZaZHLuCglFiIzbzUnKicDANrfvObXM,Not Accepted,Freyd categories are Enriched Lawvere Theories.,Ernesto Pimentel 0001
llkfihDuYmFYQLGBqeCKNkWaWTwtRlwJWirCvFWxTkfJvlKfuHXcYwUdyCEqnXxaJsOlJaxyeKWHyfiMbQPihwsQhhdWvOMWculd,Accepted,Freyd categories are Enriched Lawvere Theories.,Richard Socher
SVpjwzWNfQsPSryKTeFQBynsnbkeDzQfIhmabUpdNxQtRxrTYJnyXrJSYoijfPHvlnmTQPJvExNqDyQfAsVJCxXtxGeHuNcFotnQ,Not Accepted,Freyd categories are Enriched Lawvere Theories.,Federico d'Amore
UUyHpiGHINrzaswpObBumgkGecocCJEVrbYGHhmfSOgQFfsZtzjwKjUyghelNtCXXuCpTHwEuoASmYSydJiUBCKcqQSAPjZJDauu,Accepted,Freyd categories are Enriched Lawvere Theories.,Xichang Li
kedRFmVQZsRhPeeOhzqEQAxdRMbrPGLSPqkZPGnuhvDzLrofkssozQoPWqPXdUYltDDFwwZoOVkTLYOXfnHlIwLHChygWgcjYnzH,Accepted,Exploring Users' Preferences in a Fuzzy Setting.,Nilou S. Arden
MWBRrnLABlUEUjeCWmdFerMGtSUVOxNXuvREiJQgiKrHdTQDbgQwSRVPapuAlyoRTMiibKkcpnTHrFQuEKlQsqIqWbAbTvjTOvuE,Accepted,Exploring Users' Preferences in a Fuzzy Setting.,Mauricio Ayala-Rincón
cCUZdFvDiBnexivXbehCVWNQtvIWEyTzQpSkNYRFiKmOJdaVBLyHYfVGCtCpGoSTrjmojEoXVqjyUduMlhnTyMBlCjZumyeNhpRt,Accepted,Exploring Users' Preferences in a Fuzzy Setting.,Jonathan T. Moore
sECoAuHpSqkabZmdKJxEAVauITesYKpYmUnpAsAYaVFxVqMoTyqwBTXvSqvMiCavCNAvCZrILbnDVHnLdzyjBMZHBotOnkpqJccS,Not Accepted,Exploring Users' Preferences in a Fuzzy Setting.,Tom Diethe
SVcfDMKyTSsxhwSLxrsIeoYMIKeSsoGeWNShaqGzbppieRYoYmOQMoDAuVJwkkokRoeIJdDXxFBFVoVFZwMYLLjqYVjvJcIfQPsE,Accepted,Finiteness Spaces and Generalized Power Series.,Andreas Blume
fpUhxSWzXpPiEtufztIWjqbPAxZiBjiWIFGFysDWTWqNaYlePOqIvrjUIJkJhBGNzktzUqUFJRtgWgqqKyJptPQpyxedXWXzLlcP,Not Accepted,Finiteness Spaces and Generalized Power Series.,Mathys Rennela
xvRaaFtGQqGPiCWWlaTCyonoAEFXxhMSNxRcTZbGDGSZtIGHwdkIgIHNVufeTmJWeBHNXiXZmkFOZvTUgnaOuupbQluBItYXJLjI,Accepted,Finiteness Spaces and Generalized Power Series.,Renate Klempien-Hinrichs
vjdjhcOfBANvyqQdXljJOAvBIrePHWzMQtLzktIFxWwOgyYlXAHLSaVXXplLReUYMNnphLAThBwIqyGRubXYYorghgreEHJWcGTQ,Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Antonia Bertolino
GoNZjxEyEAqHejKUZVRWBrFnzQoXejPeKunPAiLqFQFXZoiknLfHOCITHOHCyuzogQXQQWtoAewJMqPRAqzEiukjgaRdbDXZuQPe,Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Michael B. Smyth
fQBPLBjSAuTAWfiTurtQegytmblXHxQVRSGADqMflbrCSJjpEJBsyqhPmagFkGnNPgqLasFiiZatzoXaUwcmjlkLhhueQvWATqfR,Not Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Francesca Parise
mJURFTFQeJWnozuSmEVgUPbSNVzslqxnKdUPZUXbmQaoCthYdfoyCwsnwRNJoCJypIUzOPMYOdbjnEtjJktsnIhwxDtjsOZKJceP,Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Zhengdong Lu
qfrsfDwHsTqeXJqzWRrUJstAWUdclasylIVGyEmUPDZxrsdiaRhrEiYUhoJWhkkAyrxcHoPZkFjeEHEeTtABZFEEDOSpCopbNxHA,Not Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Robert D. Nowak
okjYdioXeyvKqVhkYlmXryKkDPsuyTpflSGyBZmZUUKGsdcBlhfMFhFUSXuSvprpGhKCLVaJaAUcZigYVRNRpktkNWDlvlLEPsZt,Not Accepted,A Unified Procedure for Provability and Counter-Model Generation in Minimal Implicational Logic.,Hiroshi Motoda
