paper,volume
Fuel for economic growth?,184
"The economics of green consumption, cultural transmission and sustainable technological change.",181
On the informational inefficiency of discriminatory price auctions.,132
Some unpleasant bargaining arithmetic?,171
Production Externalities and Urban Configuration.,104
The Gini coefficient: Majority voting and social welfare.,152
Uniqueness and stability of equilibrium in economies with two goods.,174
Preference for Knowledge.,214
The optimal quantity of money and partially-liquid assets.,188
Robust equilibria under non-common priors.,145
On the nonexistence of universal information structures.,122
"Ambiguity, optimism, and pessimism in adverse selection models.",171
Business cycle fluctuations in Mirrlees economies: The case of i.i.d. shocks.,196
"Public Information, Private Information, and the Multiplicity of Equilibria in Coordination Games.",107
Uncertainty and the specificity of human capital.,143
Preferences for the resolution of uncertainty and the timing of information.,189
When is multidimensional screening a convex program?,146
Dynamic risk-sharing with two-sided moral hazard.,136
On a Class of Stable Random Dynamical Systems: Theory and Applications.,96
Uniqueness of an Equilibrium in Infinite-Horizon Economies Subject to Taxes and Externalities.,95
Sunspots and the Business Cycle in a Finance Constrained Economy.,97
On public good provision mechanisms with dominant strategies and balanced budget.,170
The refoundation of the symmetric equilibrium in Schumpeterian growth models.,136
Key leaders in social networks.,157
The Core of Large Differentiable TU Games.,100
A constructive proof of the ordinal efficiency welfare theorem.,141
The Value of Information in Production Economies.,100
Optimal accumulation in an endogenous growth setting with human capital.,134
Trading dynamics in decentralized markets with adverse selection.,153
Rationalizable implementation.,146
Optimal risk sharing and borrowing constraints in a continuous-time model with limited commitment.,146
"Efficiency, stability, and commitment in senior level job matching markets.",194
Learning efficient equilibria in repeated games.,205
Dynamic information acquisition and time-varying uncertainty.,184
The strategy-proof provision of public goods under congestion and crowding preferences.,115
Bidder collusion.,133
"With exhaustible resources, can a developing country escape from the poverty trap?",145
A college admissions clearinghouse.,176
Eliciting information from a committee.,148
"Financial frictions, the housing market, and unemployment.",164
An undominated mechanism for a class of informed principal problems with common values.,157
Noncooperative household demand.,146
A simple model of two-stage choice.,162
Structural Stability Implies Robustness to Bounded Rationality.,101
Large firms and within firm occupational reallocation.,174
Weak cartels and collusion-proof auctions.,178
Price discrimination of buyers with identical preferences and collusion in a model of advertising.,116
Recursive robust estimation and control without commitment.,136
The value of mediated communication.,192
Competing auctions with endogenous quantities.,141
A theory of political cycles.,144
Marital preferences and stable matching in cultural evolution.,210
Mixed strategy equilibrium in a Downsian model with a favored candidate: A comment.,147
A Spatial-Temporal Model of Human Capital Accumulation.,96
Household behavior and the marriage market.,150
Targeted search in matching markets.,185
David Cass: Economic theorist.,147
Random utility models with ordered types and domains.,211
Awareness of unawareness: A theory of decision making in the face of ignorance.,168
On stable and strategy-proof rules in matching markets with contracts.,168
The design of monetary and fiscal policy: A global perspective.,123
Convergence of best-response dynamics in extensive-form games.,162
Stochastic mechanisms in settings without monetary transfers: The regular case.,144
Strongly robust equilibrium and competing-mechanism games.,137
Unique monetary equilibrium with inflation in a stationary Bewley-Aiyagari model.,180
Efficient Intertemporal Allocations with Recursive Utility.,93
Retrading in market games.,115
The micro economics of group behavior: General characterization.,130
Lifetime consumption and investment: Retirement and constrained borrowing.,145
Assignment mechanisms: Common preferences and information acquisition.,198
Credit attribution and collaborative work.,195
Matching with myopic and farsighted players.,190
Asymmetric English auctions.,112
Large deviations and multinomial probit choice.,146
Impermanent types and permanent reputations.,147
"Public education expenditures, growth and income inequality.",209
Afriat in the lab.,169
Bayesian consistent belief selection.,145
"Renegotiation-proof contracting, disclosure, and incentives for efficient investment.",145
Competing mechanisms with multi-unit consumer demand.,177
Bargaining and competition revisited.,115
A note on absolutely expedient learning rules.,153
Stochastic choice with limited memory.,205
Learning about analysts.,180
Efficiency and surplus bounds in Cournot competition.,113
"Loss aversion, survival and asset prices.",160
Robust equilibrium outcomes in sequential games under almost common certainty of payoffs.,188
Sharing the surplus: An extension of the Shapley value for environments with externalities.,135
Greater downside risk aversion in the large.,144
Menu theorems for bilateral contracting.,131
Anonymous monotonic social welfare functions.,128
Optimal policy with credibility concerns.,148
Government guarantees and financial stability.,177
Optimal debt contracts and product market competition with exit and entry.,145
The direction of innovation.,172
Optimal government policies in models with heterogeneous agents.,176
Trade and Indeterminacy in a Dynamic General Equilibrium Model.,105
"General equilibrium, wariness and efficient bubbles.",146
Optimal redistributive taxation with both extensive and intensive responses.,148
Proposal power and majority rule in multilateral bargaining with costly recognition.,136
Randomized strategies and prospect theory in a dynamic context.,168
Redistribution by means of lotteries.,169
Public goods with ambiguity in large economies.,182
The value of a coordination game.,201
A necessary and sufficient condition for non-emptiness of the core of a non-transferable utility game.,116
Credit frictions and participation in over-the-counter markets.,189
On the Testable Implications of Collective Choice Theories.,93
The dark side of transparency: When hiding in plain sight works.,212
Monetary exchange and the irreducible cost of inflation.,164
Necessary and sufficient conditions for peace: Implementability versus security.,180
Information disclosure and full surplus extraction in mechanism design.,187
Learning-by-Doing and the Choice of Technology: The Role of Patience.,100
Stability with one-sided incomplete information.,168
Status Quo Bias in Bargaining: An Extension of the Myerson-Satterthwaite Theorem with an Application to the Coase Theorem.,107
Intermediaries and payments instruments.,109
Externalities and fundamental nonconvexities: A reconciliation of approaches to general equilibrium externality modeling and implications for decentralization.,145
Payoffs in exact TU economies.,155
Rental harmony with roommates.,153
Incentive efficient risk sharing in a settlement mechanism.,142
Dynamic trading with developing adverse selection.,176
Coordination-free equilibria in cheap talk games.,168
Building rational cooperation.,127
Customer relationship and sales.,166
Asymmetric first price auctions.,144
Quantal response equilibria with heterogeneous agents.,146
A testable model of consumption with externalities.,144
"Erratum to ""Negotiation and take it or leave it in common agency"": [Journal of Economic Theory 111 (2003) 88-109].",135
Bidding for surplus in network allocation problems.,137
Stochastic stability in networks with decay.,135
Equilibrium selection in global games with strategic complementarities.,108
An experiment on learning in a multiple games environment.,147
Liquidity shocks and equilibrium liquidity premia.,109
"Money, credit and banking.",135
Existence and Uniqueness of Equilibrium in Distorted Dynamic Economies with Capital and Labor.,103
Filtral preorders and opportunity inequality.,132
Social security and risk sharing.,146
Auctioning and selling positions: A non-cooperative approach to queueing conflicts.,153
Repeated games with general discounting.,172
Time and Uncertainty in Overlapping Generations Economies.,100
On the minimum degree of returns to scale in sunspot models of the business cycle.,110
Efficient implementation with interdependent valuations and maxmin agents.,176
Growth Cycles and Market Crashes.,96
From imitation to collusion: Long-run learning in a low-information environment.,155
The strategy of conquest.,191
Justifying social discounting: The rank-discounted utilitarian approach.,147
A general characterization of interim efficient mechanisms for independent linear environments.,133
Stability for best experienced payoff dynamics.,185
"Search theory, competitive equilibrium, and the Nash bargaining solution.",148
Fiscal policy under loose commitment.,145
Strategic observation with exponential bandits.,193
On investor preferences and mutual fund separation.,174
Impartial division of a dollar.,139
A monetary theory with non-degenerate distributions.,148
Implementation via rights structures.,176
The Shill Bidding Effect versus the Linkage Principle.,144
